product_sku;title;content;rating;date
305331;Beautiful ukulele;This solid top ukulele is everything I wanted. I was looking for an upgrade after my initial ukulele (a Snail Ukulele). This ukulele is beautiful and sounds incredible. I love that its a different wood from my previous one (this one is ovangkol and my previous was mahogany). I had a concert size, and this one is a tenor, which makes it just a little harder to play. Overall the sound is rich, full and im excited to be able to amp it both for recording purposes and to perform. Really happy with this. Also, West music has superb customer service and have responded to my questions promptly. Plus i got ground shipping but it got here 3 days after I ordered it!;5;8/13/2020 17:12
305335;Great instrument - Great value;I am very pleased with my purchase of the Cordoba 24T.  It would be a value at twice the price.  Looks great, sounds great, and I couldn't be happier with the purchase.;5;8/29/2019 14:21
305657;There is nothing like a LuLu;I too have owned my Lulu ukulele for more than seven years now. In that time I have played dozens of others, many more expensive even. However, nothing has even come close to the sound and playability of my Lulu.;5;7/5/2019 6:58
305657;Beautiful instrument;"Beautiful tones and feel
The abalone accents and beautiful finish makes this stand out. The custom fit basket weave pattern plush hard case finish the package perfectly";5;3/25/2019 21:28
305657;Best Ukulele for the intermediate to advanced player - Hands Down;I've owned a LuLu Tenor and Soprano for about 6 years.  I'm a pro-level player with many VERY expensive Hawian made instruments.  The beauty of the LuLu (initially) was that if I broke it, or it was stolen....It wouldn't have broken my heart.  However, the more I've played them (both), the more I've changed my mindset!  They are terrific instruments and I would never want to part with either of them!;5;9/6/2020 14:19
305657;Amazing instrument;I've had my Lulu for about 7 years now and I have been very pleased with the quality, sound and overall playability ’;5;6/10/2019 4:49
305657;Where did LuLu go;I currently own three LuLu instruments and want to buy another for a girlfriend.  The owner was a sweetheart of a man.  I heard he was sick and was forced to stop making them for a while.  Might anyone know for sure?;5;8/4/2021 15:44
305912;Super Instrument;I received this set with grant money.   They are a nice sounding instruments and seem to be well built.   I've had them for about a month.   I have to tune them daily,  but I've been using them with 3 classes/day so tuning is to be expected.   They are holding their tuning better each time.  Would totally recommend this set.;5;4/1/2013 10:00
306074;Amazing sound and value;I purchased one of these at a music educators conference and have been playing it for a few months now. This thing really does sound wonderful and holds it's pitch well. Definitely sounds more expensive than the $80 price tag. If you haven't had the chance to try baritone uke yet, pick one of these up! You get the beautiful richness of acoustic guitar with the simplicity of the ukulele. West Music  did a great job with this one.;5;6/11/2020 21:55
306227;Sweet voice & Big voice;"It shipped super fast, which is typical with West Music.  The instrument tuned up easily, unlike ukuleles I've ordered from another online retailer named after a river.  The ukulele has a BIG voice when i use the rhythm pick (egg shaker pick) with it and a sweet mellow sound when I strum with my fingers.  It is a DELIGHT to play!

Right now my choir kids are rehearsing outside with a sad battery powered keyboard.  I really miss having them gathered around the piano.  This baritone ukulele might help us find our voices again while we are stuck outside, spread out.  At least I won't feel sad playing it!  It is a gem!";5;9/16/2020 21:22
306373;Really nicely made;This violin is really nice. I had the chance to try it out at a teacher's workshop and I was really surprised and impressed with its quality. I would like to get my classroom either this violin or the Cocula model, which is a little less $$.;5;1/31/2019 14:16
306373;The money is worth it.;"I was surprised at how good the violin sounded. Loved the design of the case and the violin. The case is very strong and durable. Also love the lock that comes with the case
. The top pocket also fits a lot of  items and all the straps seem ever durable.Although i would like a decent shoulder rest and rosin for all the money.

P.S. don't pay for the express shipping I did get my violin the day they said it would arrive but beside the shipping the violin is worth the money if you are deciding on making violin playing a serious effort.";5;12/31/2019 18:50
306516;Kala Spruce on Koa;"Love this uk. I've been playing uk for over 30 years and this one i absolutely love. Great projection nice fingerboard width makes it easy to finger.
The only other one i might consider would be a Kamaka but I live in the desert and need a layered back & sides and Kamaka only has solid back & sides.
My guitars also are layered back & sides.
This is a beautiful uk with a great sounding solid Spruce top that vibrates better as I use it.
And at around 1/4 the price i have a uk thats second to kamaka.
I searched for this exact uk for years.
I've owned this one for around 8 months now and it sounds better as I use it.
Highly recommend.";5;9/12/2020 17:27
350000;Suzuki QCA QChord AC Adapter;"Sadly the  unit failed the second time I used it.  I needs to be ""fiddled"" with frequently to stay in the ""right"" place to keep power incoming.  That is very frustrating.";1;9/2/2011 10:00
350278;Great bag!;Perfect Q-chord gig bag. Makes it easy to transport.;5;9/9/2012 10:00
350625;What a handy little tool!;I am seriously prone to dropping my picks and/or them falling into the guitar. What do I do when that happens during one of my music therapy sessions? This little thing comes in handy at all the right times. There's also a sticky pad behind it to let you attach it to your guitar. I attached it to the heel of my guitar's neck, and that's a great location. 4 stars because it's a little too large for standard size picks, so you might accidentally take out more than one at a time, and it doesn't stick incredibly well to the guitar. I'll probably replace it with a 3M command strip soon.;4;8/5/2011 10:00
350653;The standard;I've been playing guitar for 60 years and whenever I get new picks I always ask the same question: what do you have that's closest to a Fender medium? I do cross picking, strumming, and solos in country , bluegrass and rock. The Fender medium pick is perfect for all styles.;5;9/20/2020 18:16
351924;Okay tuning wrench but does not fit Orthey AH;Ordered this for my lap harp, but it is too big.  Also does not fit Orthey autoharp.  It fits my hammer dulcimer, but I already have two much better wrenches for that. Vendor gave me a refund.  Kudos to West Music for that.;3;9/13/2011 10:00
352053;great size and durable;These are wonderful big pics that are very useful in music therapy. They assist in making it easier for an individual to strum a guitar;5;6/20/2012 10:00
353489;Great product;Ordered this, was not disappointed, will be ordering a new maybe two new acoustic guitars after Christmas, I've been looking at them in your site and many have caught my eye.;5;2/13/2013 10:00
353807;Great Fingerboard Tapes;My young violin students love their new fingerboard tapes.  The tape is a perfect width and the easy to use rolls of tape make installation so much easier.;5;4/11/2012 10:00
354284;Chord Buddy Guiar Learning System;My students instantly caught on and students I was beginning to loose due to frustration Gained bak immediately! I wasn't sure was I was going to think about this system but so far I am a fan and my students really like it and have stuck with guitar because of it!;5;4/12/2012 10:00
354737;Great;"I have used this bow grip for years. It's just great for me and... Students who have issues with bowing!
This device will correct most of the problems.
Use it! It works!";5;7/5/2020 10:57
354768;Kala UB-C Concert Ukulele Gig Bag;At under $20, this is a fabulous value!  Lightweight, but thick enough to feel protective.  If your hands are full, it has backpack straps.;4;6/6/2012 10:00
354769;Uke bag;Very nice product! Fit instrument perfectly.;5;11/26/2012 10:00
354868;Additional padding needed;"Of good construction, typical of Gator, a very suitable and serviceable bag. It did not however provide the snug fit to my tenor that I had hoped. Not a problem as long as I wrap the instrument before packing. The gig bag was just a bit ""baggy!""";3;9/16/2011 10:00
354927;Ukulele  stand;This stand seems like it will be sturdy and last for a long time.  Easy to adjust and fits any of my ukulele sizes with a simple adjustment.;5;12/16/2011 10:00
354985;Excellent tuner;This tuner works really well on ukuleles and guitars. It looks awesome and has a great price. The best feature about this tuner is that it shuts off by itself after a few minutes and save your battery.;5;12/13/2012 10:00
355036;Doesn't work with Kala ukes;So upset and disappointed!  Ordered a set for my music classes to find that these Kala straps do not fit the Kala Waterman ukes!  You'd think that since they are made by the same company they would be compatible!  The clip does not fit into the sound hole without hitting against the strings, and the clip does not go around the sound hole due to the inner lip in the uke design.;1;1/7/2020 8:22
355038;Ukulele on the go;This strap was easy to adjust and fit right on to my ukulele with no problem.  Now when I walk around my class room directing a game I don't have to hold my ukulele so tightly.  Strap helps a lot.;4;12/18/2011 10:00
355040;Kala Soriano ukekele bag;Nice, sturdy bag. Instrument fits well! Nice handle for carrying and straps;5;4/18/2013 10:00
355051;This product was great….the service was even better!;"It's about saying ""Thank You!"" for great products, great prices, and great service over the years.  You are the instant ""Go To"" company whenever I need ANYTHING for my school music program!  Thank you very much for helping us to be successful in our educational mission.";5;12/12/2011 10:00
355474;Great Strings for Great Price;The only strings I will use on my violin. Love the price. They stay in tune. They last for a long time & they sound great.;5;3/10/2012 10:00
355474;"Beginner's Best Friend; far better than stock strings!";I really like these strings because they are well made and they're cheap. The E has lasted through much abuse and shows no sign of breaking anytime soon. It reminds me of my Westminster E. I think the sound produced is better as well. I don't really have anything bad to say about these strings, they have a great sound and are good enough for an amateur to use on stage. Beginners as well as the intermediate violin musician should like these strings for the sound and the play-ability of these strings. These strings also hold the tuning very well.;5;1/31/2012 10:00
356171;Great for a mix of instruments;I'm using this to hold four guitars of various sizes, a ukulele and a mandolin, and everything fits very nicely. I was able to set the top bar so that both the larger and smaller instruments can rest in the rack sideways. Whoever wrote the instructions doesn't seem to have talked to whoever packaged the parts, but if you stare at everything for a couple of minutes you'll figure it out, and assembly and adjustment are physically very easy. This is a major upgrade from keeping a pile of cases in a corner.;5;9/12/2020 12:56
356171;Tight fit but excellent quality;Assembling is a challenge - unclear instructions.  The 12 ukes fit, but you must be super precise and careful putting them in and taking them out. For 11 or less, that would not be a problem.  Excellent quality.;4;8/22/2019 10:18
356171;Perfect once set up;Great product! However, instructions are poor. Photos do not show details of set up.;5;3/5/2019 19:02
356369;This was a gift. Lucky for me I have engineering skills!;This item requires set-up. It would be helpful if legs, base and upright parts were marked somehow: right-left, in-out, front-back, etc. I put the first leg on backwards and on wrong side before I figured it out! Kind of a pain when doing it single-handedly and parts must be screwed together (OK I have two hands, just no assistant)! Simple stickers with  letters, numbers or colors to match-up with the directions would be helpful. Otherwise, it is a solid, well made rack (I got the natural wood color). The perfect size for the space we have at home. It holds four guitars in hard cases (one hard case is a large Hoffee, one is for an old dobro) plus one padded gig bag that holds a Dobrato (Google it! Made by Castle Creek Guitars in Gunnison, Colorado). So far I have not had any complaints from my husband (the owner -player of all those guitars). He is considering another for our studio.;4;1/25/2013 10:00
356705;Favorite tuner;I have 6 of these little gems. I use them on both ukuleles and guitars. My only gripe is that they don’t work with slot headed ukes or guitars. Next version maybe? Love these tuners. I’ll be buying more.;5;9/11/2019 0:38
400183;Sturdy;I ordered the kazoos for my piano recital and am very impressed with how well made they are! They are going to last a lot longer than others I've tried.  The students are getting great sound out of them and love the colors. For all the joy they give the students, the price is good, so if I need kazoos again, West will be the place I choose to order from.;5;3/29/2012 10:00
400183;kazoo heaven;these kazoos are reliable.  the kids love the colors and I love that they hold up for all they use they get! Glad they are still available. been ordering them for 10+ years.;5;5/26/2012 10:00
400183;Great buy!;I ordered these for my 2nd/3rd graders to use on our Spring Concert.  They have a huge sound and are a very good quality.  I compared it with a Hohner I already had and these are much louder.  Worked out very well and when I need them again I will definitely go with these!;5;6/13/2012 10:00
400183;Great quality kazoos!;The preschool age kids in my music classes love these! Much better than the party favor types of these.;5;6/18/2012 10:00
400183;West Music Kazoos;Excellent quality, thick plastic, bright colors.  My kids love these!  In a pack of 100, I have yet to find one that is not the quality that I expected.  Thanks!;5;3/29/2013 10:00
400183;Great quality kazoos;These are being used in a 3rd grade concert and the kids are having a blast for them (though I think that 90 kids playing at once may be a bit much!). Only had one that wouldn't work. They are very durable and I think will last a long time. Love that they are made in the U.S.!;5;4/8/2013 10:00
400183;Great kazoo, great price;I was searching for kazoos to use in my 2nd grade class as we prepare for a special song during our annual Christmas program. The students were so excited at the prospect of kazoos that I did not want to end up with kazoos with a poor sound, or ones that would break easily. These kazoos are wonderful! Affordable, durable, brightly colored. They have a wonderful sound (as far as kazoos go) and the students love them.;5;11/22/2011 10:00
400183;Best Kazoo!;These are sturdy kazoos with a reliable sound.  Not a single one has been a dud! My 3rd-6th grade choir is using them, and they love them!  For health concerns, we make sure each kazoo is labeled with the student's name, and stored in its own zipper baggie.;5;9/24/2011 10:00
400183;Great Kazoo Quality;We ordered kazoos for our boychoir beginning group for a song they are doing. These kazoos are high quality and have withstood the typical rigors that 8-9 year old boys would put them through.;5;5/18/2012 10:00
400183;Kazoos Sound Great!;I have previously purchased kazoos from other companies, and yours is the very best ones that I have found. They have a great sound (for a kazoo!) and are easy for kids to play.;5;5/6/2012 10:00
400215;Solid recorder;I've loved Angel recorders for years and am so glad to be able to buy a class set! I love the unibody construction and it produces has a pleasing tone with ease.;5;1/8/2012 10:00
400215;Great Recorder!!;Purchased this recorder for my 4th grade daughter who needed it for music class. We actually ordered 2 so she could keep 1 at school, and 1 at home to practice.  The recorder is perfect for any elementary student just learning to play!!;5;4/2/2012 10:00
400215;Excellent Value;I order about 200-300 of these babies every year, for the past 5 years, and I have had no problem using and teaching them to my students, grade 3-6. Excellent tone quality, and overall very well made. Plus, when you order over 100, shipping and handling are free. I have the students buy 2 recorders each, one for use in school and one for practice at home. I would not use or consider any other brand of recorder nor would I order from anywhere else except West Music as they offer the lowest price I've seen for this brand and model of soprano recorder. Thanks West Music!;5;10/3/2011 10:00
400215;Summer Camp Music Class;Great for students, grades 2nd - 7th;5;8/5/2012 10:00
400215;Love this;love this recorder. the finger chart is super helpful for my new players;5;8/13/2012 10:00
400215;Perfect for our students!;This one-piece Baroque-fingering recorder is exactly what our music teacher needs - no sections to distract the students and require tuning.  And, the price is right!;5;12/25/2012 10:00
400220;Other modifications;"I have used this excellent product, but wish to mention a couple of additional fixes that might help, and are within the ability of most music teachers.  1) I had a student with one arm who had trouble holding the instrument while playing, so I cut and sanded a brace from 3/8"" plywood that he could hold between his knees, and screwed the narrow top end of the brace to the lower underside of the recorder.   2) Another student had one normal arm and hand, but only two small fingers on the other very short arm.  I made a mitered cut between the 3rd and 4th finger holes, and reglued the instrument at a right angle, so the lower section pointed back toward the right side of her mid chest, allowing her arm and fingers to reach two additional holes.  I used the special super glue for plastics for this.";5;2/9/2020 18:24
400220;Special Needs Recorder;I am very excited to try this recorder.  It looks like a perfect solution for my student that does not have the use of all of her fingers!;5;10/26/2011 10:00
400220;Great product for hand dexterity issues;Really appreciate WestMusic supplying an excellent affordable product for those with hand dexterity issues.  My 9 year old son has limited use of his left hand but wanted to be able to play a recorder like his classmates.  It is still challenging but this instrument makes it possible for him to play.;5;7/9/2012 10:00
400220;A204AF 7-piece C soprano recorder;There is nothing wrong, per se, with this instrument, but I was disappointed to discover after receiving it that it is German fingering.  I wish there had been a choice for English fingering (or maybe there was and I just didn't see it).;5;11/18/2011 10:00
400220;Grateful;Although I've had only one class with my student using this instrument, I can already see a difference in his ability and interest in playing.  It's not a magic wand, but it gives this particular student no excuses!  And I like that.;5;9/26/2012 10:00
400222;lovely instrument;I bought this tenor recorder for the closer holes. It's still easier to play an alto, but maybe I was hoping for too much. In any event that's why I gave it 4 stars & not 5. I really want to give it 4.5, but that's not an option. The recorder also has a beautiful tone, & plays easily. I would certainly recommend it to anyone who wants to play tenor, but is bothered by the distance between the tone holes. I think someone with really small hands would still have a problem with this instrument, though.;5;4/10/2012 10:00
400222;My fingers can reach the holes;"Just got this new Aulos tenor recorder.  I have been playing the alto.  I bought this one because it said it would work for people with small hands.  It is a bit of a stretch, but I can play it. My index finger is 2 3/4"" long and my middle finger is 3"" long. I figured it was not too expensive to buy one and try it out.  Now I just have to learn the new fingering.....";5;6/7/2012 10:00
400224;new to me;This size of recorder is new to me, but I am enjoying practicing. This brand seems to be quality even though I could have purchased a more expensive brand and a less expensive brand. I think it will suffice for my purpose which is is to demonstrate for students in 3-5th grades.;5;8/20/2011 10:00
400278;Perfect gift!;My 9 year old bought this recorder for my 19 year old so they could practice together from a thousand miles away. A fun gift that keeps the girls bonded while the oldest is away at college.;5;11/4/2012 10:00
400278;Great quality for great value!;I'm always pleased with my purchase of these recorders!;5;7/2/2012 10:00
400278;Great Item!;These recorders are perfect for my 4th and 5th grade students.  Very reasonable price and good quality. They also came in a very timely manner, which made the kiddos excited!!;5;12/11/2012 10:00
400278;Harmony 3-Piece WM2400 Soprano Recorder;This recorder is excellent: it's tuned correctly, durable, the quality is outstanding & is the price especially for the entire package...canvas cotton breathable case, plastic cleaning rod, & fingering chart. The students sound great!! Kudos;5;1/4/2019 9:56
400278;Harmony 3-Piece Recorder;Great product at a reasonable price!;5;11/13/2012 10:00
400278;Good Quality Recorders;"I was a fortunate South Texas teachers who received the TMEA grant and we decided to purchase these recorders for our students.  I love the quality of these instruments.  In the past we used the color recorders and every time I needed to sanitize them I would have a lot of water left in the mouth piece.
The tone is a lot like a top brand instrument and a must have for anyone looking to save a few more bucks for their students.";5;9/6/2018 10:32
400278;Elementary School Recorder Order;Overall, I was really happy with the product. I was looking for something that had multiple pieces for practicing purposes. However, I was hoping the sound quality would be a little better.;5;4/30/2012 10:00
400278;Great service!;We have always been very satisfied with the service from West Music.  They have quick response to any questions and their delivery is always very quick.  Thank you !;5;11/15/2012 10:00
400278;Perfect for General Music;I love these recorders for my general music kids.  The cost is reasonable for all students, and they stand up for multiple years of use (I've seen some used by four kids in the same family!).  The bags might not be the best, but a ziplock bag works just as well.  The instruments are durable and appreciated!;5;11/2/2012 10:00
400278;Good Classroom Recorder;We used this recorder in fourth grade classroom music. It is a good starting recorder for the students. It does tend to squeak a little more than the Yamaha's I used previously, but not enough for me to stop using them. I like that they are three parts, come with a cleaning rod, and include a fingering chart. The canvas bags they come in do not hold up well, so make sure you tell the students to be extra careful with them if you want to use them all year or longer.;5;6/21/2012 10:00
400278;Good quality for the price;I teach recorders to my 4th grade classroom.  The students will buy the recorders from me and the price is reasonable enough that they all will buy one.;5;2/3/2012 10:00
400278;Great Purchase;Ordering was simple, delivery was quick, and I got exactly what I ordered. The sound quality is just fine for an elementary classroom.;5;2/4/2013 10:00
400278;Soprano recorders;These recorders look and sound great for my 3rd grade class! Great price, too!;5;4/20/2013 10:00
400278;Perfect Harmony!;We bought 50 of these recorders to use at our children's music camp, and they were perfect.  Didn't have to worry about the kids wanting one color or the other, they were all the same.  The kids put their names on them and went to playing.  They were not hard to play and  they all came out without an injured recorder.  Fast shipping, easy to deal with, will buy again.;5;7/30/2012 10:00
400278;Awesome Recorder!!;I LOVE these recorders!  They are very durable and at a price that can't be beat!  Most of my school students are on free/reduced lunch and these recorders are easy for them to purchase! Thank you West Music for helping my students be able to buy their own instruments!  They are so proud!;5;3/22/2013 10:00
400278;Very Reliable;Customer service was excellent. Shipping was very fast. Excellent product for the purchase price.;5;5/9/2012 10:00
400278;Always Reliable!;These recorders are such a great buy for the classroom. They're inexpensive enough that even in my low-income school, most of the students are able to purchase their own. They are sturdy enough to withstand backpacks and drops. Great purchase as always!;5;10/4/2011 10:00
400278;Great quality for the price;I am at a Title 1 school in an urban school district.  The quality sound of a more expensive recorder is not as achievable on this little recorder but for the price, it is well worth it.  I have another brand recorder that a previous music teacher had purchased and the children that use those seem to have an easier time achieving a good sound.  With that being said, those recorders are $9-$10 each versus the $3 of the Harmony recorder including a canvas bag and cleaning rod.  I am happy with the purchase for our needs.;5;12/6/2012 10:00
400282;Yamaha 300 alto recorder;This instrument has a wonder tome, even in the lower register. I can't wait to use it in class!;5;1/12/2013 10:00
400286;Sleek;The wood felt a bit soft, but the tone was spot on for my band.;4;8/1/2018 21:50
400288;Great Product;We purchase these recorders for our students to use for music class.  They are great and easy to use.  They are also very durable.  Our order arrived with a week.  Great product and service.;5;10/7/2011 10:00
400288;Great recorders!;My students love these recorders and they are easy for them to play the low notes on!  I have been ordering them for years!;5;2/9/2012 10:00
400288;Online purchase of Recorder;Very quick delivery! Great for beginner.;5;2/29/2012 10:00
400288;Yamaha recorder;Awesome recorder and the price was very decent! My son loves it.;5;3/25/2013 10:00
400288;great school recorder;I ordered this model of recorder in the 3 available colors for my elementary school. The recorders are attractive, play well, and are durable. My only complaint is that the cases are not very strong and tear easily and the recorders don't come with a cleaning rod.;5;7/23/2012 10:00
400288;Yamaha recorders;The only thing I did not love is the case, if you keep the fingering chart in the case, it is hard for younger students to place the recorder in it, they just jam up the paper, trying to force it in.;5;11/11/2011 10:00
400288;Great!;I have ordered these recorders from West Music twice this year and each time, the recorders have come in less than two days.  Fantastic customer service!  My students are very happy :-);5;10/15/2011 10:00
400289;Lime recorder;The kids were very excited to get their new recorders in beautiful colors!;5;2/25/2012 10:00
400291;Excellent price, quality instrument, speedy shipping;This recorder is great for our beginner musicians. Great price with fast shipping, I recommend West Music, and will buy from them again.;5;1/28/2013 10:00
400291;Great recorders!;These are great recorders with a good sound!  I've ordered them for years!Easy for students to play low notes!;5;2/7/2012 10:00
400291;Pink recorders;Received in great condition!!;5;2/24/2012 10:00
400294;Great recorder;Great recorder, however I wish it came with cleaning rods. I did not realize that until I received them.;4;1/18/2013 10:00
400295;Better than we expected;This recorder is absolutely awesome! The bag that came with the recorder is a nice addition as well. It has a great sound and my son is enjoying it very much!;5;3/31/2013 10:00
400295;Yamaha YRS-24B Sop. Recorder;This recorder is a winner!  It has wonderful tone, the price is very reasonable and it sounds good with Orff instruments.  I highly recommend this soprano recorder.;5;9/4/2011 10:00
400295;Great recorder (bag not as great);I love these recorders.  They are durable, in tune, and adjustable for kids with different length fingers.  I have used these for years and enjoyed them.  Going to conventions, sometimes I am given other brands of recorders as a promotion, but they never compare to the Yamaha recorders.  The one thing that sometimes happens is that the casing around the drawstring of the bag gets frayed, as kids put the recorder in and out of the bag.  The bag definitely isn't as durable as the instrument, but I still like the recorders enough to put up with the bag.;5;2/14/2012 10:00
400295;an inexpensive alternative;"Good start, inexpensive, tone a bit ""thin"" but expected for the plastic construction. Like the 3 piece, note no cleaning rod was included, so provide for this. If you can wait to save your pennies for a wooden instrument you may want to consider that,.";5;6/27/2012 10:00
400295;good price and quick delivery;These are just what we needed for our program.  We were happy with the price and they came quickly. Thank you;5;2/1/2013 10:00
400295;Great product;"This is my 31st year as a music educator and I have always been happy with this recorder.  It has a nice tone and is very sturdy.  I have been given other brands and they do not compare.  The only problem that I have had is with students popping out the center of the mouthpiece and then getting it back in crooked.

I do wish that West would throw in a cleaner with this recorder.  The bags are not great but sufficient.";5;9/19/2019 9:03
400295;Excellent beginning recorder;Worth their price- they are in tune, they're easy to play, and they're easy to clean. My only complaint is that the strings on the bags they come in break very easily, making it easy for the recorder to slip out.;5;11/14/2012 10:00
400295;Great quality recorder - reasonable price;I am a general music teacher and when I started at a new school last year, the recorders I inherited were mismatched, aged, of poor quality, and in a dreadful state of cleanliness.  I needed a solution so that my fourth graders would embrace learning the recorder!  I was able to purchase a grade level set of recorders,120 of them, with free shipping and at a reasonable price.  The nice thing about having matched recorders is that one aspect of intonation is solved merely by having identical recorders.  Having a three-piece recorder was an easy choice and was never a problem as I didn't have any issues with kids taking them apart. The Yamaha brand is endorsed by the vast majority of respected educators in our field and this model is particularly good.  Also, if you are using the Recorder Karate program, the end of the recorder and the color allows for a nice display without getting in the way of the quality of the instrument.  Looking for a quality recorder?    Look no further...;5;1/27/2013 10:00
400295;Good purchase with good service;I bought it online on 12/19 wishing for the delivery by Xmas holidays. Then the delivery came to my home on 12/23 with proper packaging. No worry at all with the purchase with the West Music. Good purchase good service to customers.<br /><br />Thanks again,;5;9/18/2011 10:00
400295;an inexpensive alternative;"Good start, inexpensive, tone a bit ""thin"" but expected for the plastic construction. Like the 3 piece, note no cleaning rod was included, so provide for this. If you can wait to save your pennies for a wooden instrument you may want to consider that,.";3;9/17/2011 10:00
400295;Excellent quality student recorders;I bought these recorders for 6th grade students, and they have the look, feel, and sound of true instruments, inspiring my students to treat them as such and to seek to play them accordingly.;5;5/10/2012 10:00
400295;Great Recorder, Flimsy Case;I love these recorders for students! They have a nice sound and they come apart, which allows for adjustments of the bottom hole for small student fingers. The cases they come with, however, are a different story. The drawstring at the top hardly closes and very often comes untied or comes off completely. It is quite annoying.;5;11/25/2012 10:00
400297;Excellent Recorder;Great quality and great sound!;5;9/11/2011 10:00
400297;Great recorder;Skeptical at first, but it does sound a bit better than the other Yamaha he had. West music delivery was fast, arrived in great condition, no calls so no hitches, Thanks Westmusic.;5;8/8/2012 10:00
400298;Pleasant Surprise!;I’m a new teacher, and I learned about elementary music and instruments when I was in college. So each product I get my hands on is a new experience for me. Well, my mentor teacher had this recorder, and I decided I’d get one to distinguish mine from my students who have the ivory ones...and it’s fantastic!! I waited for Christmas money since it’s “so much for a recorder,” but I was really shocked at how pleasant the sound is and it is worth the extra money! Of course, maybe it only makes a difference to those of us with a trained ear, but it is worth it!;5;3/6/2013 10:00
400298;Great Intonation!;I was really hoping it would carry good intonation and this pretty little thing did not disappoint!  And it's very attractive.;5;9/4/2012 10:00
400299;yamaha tenor recorder;Great student instrument.  Sturdy construction with a nice sound.  Easily playable by my elementary students.  This was a great purchase!;5;10/23/2012 10:00
400299;A Great Instrument!;This is my first tenor, so I really have nothing to compare it to. I am enjoying it immensely! Regular, daily practice, and my hands are adjusting (stretching) quite nicely. And I have particularly tiny hands. Instrument comes in the standard Yamaha canvas case, with a swab-stick, joint creme, and a thumb rest that you can stick on as needed.;5;9/7/2012 10:00
400299;Follow-up on my previous review on Yamaha Tenor Recorder.;Now that I have had my Tenor Recorder for @2 months, I want everyone know just how much I am enjoying it.  At first glance, I was afraid that my relatively small fingers would never be able to stretch so far in order to close the finger holes.  I finally got the G note on the left hand, and am now puzzling a similar problem on getting down to D on the right hand- but I will make it.  BTW I am 61, and have rheumatoid arthritis, particularly in my fingers, and many times can only practice every other day- but that has been OK.  The neck-strap really helped to ease the burden on my hands.  I didn't even realize how heavy my recorder was, until I used it.  And the 2 thumb rests I bought (one to lose, one to use) were essential, because the dinky little thumb rest that came with the recorder was soon lost.;5;10/16/2011 10:00
400464;Reasonably-priced whistle;I ordered small percussion for choral song that calls for loud noise makers in several places.;5;12/7/2011 10:00
400484;Fantastic Little Tweeter;Sounds so realistic and was easy to get the hang of! Purchased for my dad and he is so pleased.  Me too! Thanks.;5;2/24/2013 10:00
400556;Fabulous product!;I ordered a dozen of these as party favors for my son's 4th birthday party.  Great quality, nice sound, cute colors, and you can't beat the price!;5;9/9/2011 10:00
400556;So fun!;Purchased 40 of these for an elementary school event and they were a huge hit!;5;11/19/2011 10:00
400556;For my classroom;Tried to tie reading echo and learning to play harmonica with my 6th graders. They actually play all the notes and I could afford them for my self contained class. I had three out of thirty that didn't play all the notes. So I always order 3 extra. Would have given a five if they all worked. Good price for learning to play.;4;4/13/2019 16:30
400556;Great sound quality and construction. Superb value!;I bought four of these for my 2 year old grand-daughter, who picked up playing harmonica from me. We don't let her play with them without adult supervision. I didn't want her using my nice harp, so I searched for these. Other places had the exact same item for a LOT more, so I'm glad these were available from WESTmusic. After I ordered them, I asked for, and received, all four different colors. They are very brightly colored (almost transparent), very sturdy, they sound great, and she loves them so much! A GREAT value! After she loses, breaks, lends out, leaves behind, and whatever else it is little kids do with things, I will be buying more of these, that's for sure.;5;8/17/2011 10:00
400556;Harmonica Choir;As Christmas gifts, for all the grandkids. We are hopeful, there will be music,( however random)this year instead of gun fights.;5;3/3/2013 10:00
400607;Great Alto Recorder;You can't beat the Yamaha 20 series recorders.  The alto and the soprano are terrific and are a great buy for individuals as well as the classroom.  All Yamaha recorders sound great with Orff instruments as well as with any other instrument.  I love Yamaha recorders!;5;9/3/2011 10:00
400624;Amazing;Amazing amazing amazing amazing amazing;5;1/2/2019 17:42
400624;Great recorders;My students love these recorders and I think they sound pretty good too!;5;4/9/2012 10:00
400625;Great addition;This instrument uses Baroque fingering and is a great addition to my classes who use a soprano recorder in 5th-8th grade.  I like the lower sounds it adds so we can perform as an ensemble.;5;7/27/2011 10:00
400627;very good quality reasonably priced instrument;nice sound quality in the low register;5;9/14/2012 10:00
400630;Great Product/Reasonable Price;My students love these recorders.  Great product for a reasonable price.;5;2/11/2012 10:00
400817;Not just for noise!;"These make awesome builders for letters, shapes and even artistic shapes for Preschoolers!  I also had a 9 year old playing with them.  He had fun just making them into a twisty shape that looked like one of those fireworks ""snakes"" we used to have as youngsters.  They are somewhat hard to put together so I can see why the 5 year old and above recommendation, but if you work together with your Preschooler he will love them and have fun learning.";5;11/7/2011 10:00
400817;Voice checks!;"These collapsible tubes are a great distraction for voice assessments. I teach the children a ""melodic pattern"" game to play with a partner. The leader moves one end like a microphone for echo singing, while the other child holds near their ear. I get to play, too! While the children are playing, I'm conducting formative assessments and providing interventions for those children that aren't matching pitch.";5;3/20/2013 10:00
400817;Easily Breakable;The preschool children love to play with the slinky pop tubes.  But they have a very short life span.  They break in pieces and can even prove to be choke hazards.  I throw them away as soon as they crack and separate in pieces.;3;9/14/2011 10:00
